mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_9520,CCC1(C)COC1=N,2.74185,1.80111,1.52546,2.3614,72.06,-0.2612,0.0318,0.293,955.5832,0.16494,-365.072533,-365.063921,-365.062977,-365.105388,31.823
gdb_4982,c1c(c(ncn1)N)N,3.42654,2.36001,1.40352,3.7846,67.71,-0.2135,-0.0122,0.2013,824.8888,0.111369,-374.964295,-374.95766,-374.956716,-374.994716,25.901
gdb_96971,CN=C1OC2CC1C2O,4.18658,1.10856,1.06892,2.8456,75.46,-0.2387,0.0316,0.2703,1191.0152,0.148035,-439.063711,-439.055482,-439.054538,-439.096936,31.06
gdb_51567,O=CCC1NC1C1CC1,4.34176,0.72307,0.66399,3.2521,81.86,-0.2377,-0.0184,0.2193,1693.8204,0.169835,-403.114438,-403.10506,-403.104116,-403.150309,33.72
gdb_30742,CNc1c(c(c[nH]1)O)O,3.05491,1.22747,0.92496,2.0482,72.6,-0.171,0.05,0.221,1244.4708,0.135727,-455.150437,-455.140873,-455.139929,-455.185029,34.762
gdb_85360,CC1CC(=O)C=CC1O,2.87986,1.31785,1.0679,3.5749,77.82,-0.2387,-0.0526,0.1861,1158.9153,0.159154,-423.061301,-423.052562,-423.051618,-423.094465,33.389
gdb_27775,Cc1cc([nH]c(=O)c1)O,1.95297,1.77185,0.93437,3.5387,77.17,-0.2034,-0.0207,0.1828,1195.6819,0.124469,-437.967953,-437.959471,-437.958526,-438.001103,31.511
gdb_71730,CC12CC3C4N3C1C24C,2.52213,2.03713,1.46604,1.9803,81.15,-0.2151,0.0787,0.2938,976.7227,0.171714,-365.967843,-365.960088,-365.959144,-365.999462,31.388
gdb_12736,CC1CC2OCC12O,2.63031,2.15637,1.76308,0.788,67.13,-0.2421,0.0619,0.304,856.4825,0.153124,-384.905386,-384.897651,-384.896706,-384.937311,29.717
gdb_55183,NC(=O)C1OC2CNC12,3.47777,1.30406,1.14826,5.5402,68.58,-0.2319,0.0124,0.2444,1082.7181,0.137584,-455.120055,-455.112285,-455.11134,-455.153067,29.729
gdb_133603,FC(F)(F)C1CCC=C1,2.9867,1.30192,1.15813,2.173,62.03,-0.2549,0.0108,0.2657,1067.7064,0.121987,-532.279041,-532.271173,-532.270229,-532.312247,29.235
gdb_60363,CC(O)CNC(C)C#N,3.64658,0.72157,0.69722,5.2491,80.43,-0.2329,0.0316,0.2646,1695.7543,0.180518,-420.409219,-420.398389,-420.397445,-420.445942,38.797
gdb_130430,C(c1nnc(o1)CN)N,6.2674,0.82671,0.74261,1.8089,70.47,-0.2517,-0.0056,0.2461,1503.6498,0.137558,-451.32811,-451.318947,-451.318003,-451.363234,31.816
gdb_131071,c1nc(nnn1)OC=O,5.76608,1.04663,0.88856,1.7747,60.86,-0.2776,-0.1118,0.1658,1163.5913,0.065302,-484.854466,-484.847317,-484.846373,-484.887252,24.13
gdb_76222,CC1=CC2OC2(C)C1O,2.72675,1.50677,1.19526,1.9517,76.5,-0.2411,-0.0036,0.2375,1108.3096,0.157932,-423.025299,-423.016459,-423.015514,-423.058296,33.901
gdb_127484,Cn1c(=O)ccc(n1)N,3.17645,1.44202,0.99922,4.1418,77.25,-0.2054,-0.0515,0.1539,1134.0292,0.125799,-434.110688,-434.102458,-434.101514,-434.143611,30.735
gdb_73178,CC12OCC1OC2C#C,2.46874,1.51482,1.38595,1.5634,74.14,-0.2445,0.0154,0.2599,1034.4864,0.1337,-421.747928,-421.739521,-421.738577,-421.7809,31.7
gdb_48005,O=CC#CC1CC2CC12,4.28891,0.77403,0.72631,4.0001,84.84,-0.2611,-0.0586,0.2025,1556.5562,0.135242,-384.636303,-384.627702,-384.626758,-384.671975,30.507
gdb_25923,Cc1nccn1C(=O)C,2.69292,1.62179,1.02501,3.1339,76.43,-0.233,-0.0395,0.1935,1128.9407,0.136138,-418.083545,-418.075087,-418.074142,-418.116783,31.186
gdb_104056,CCC1(C)OC2COC12,2.71774,1.37073,1.22865,1.1088,77.91,-0.2443,0.0651,0.3093,1149.7898,0.181335,-424.193999,-424.185037,-424.184093,-424.227503,34.2
gdb_54407,NC(=O)C12CC(C1)OC2,3.34264,1.32398,1.18904,3.8684,71.42,-0.2439,0.0224,0.2663,1075.4988,0.148969,-439.094603,-439.086525,-439.085581,-439.128019,30.945
gdb_96707,CC(C)OC(=NC)C#N,2.57907,1.02494,0.82346,3.4365,81.33,-0.2727,-0.0454,0.2273,1464.7621,0.156365,-419.228535,-419.218038,-419.217093,-419.264376,36.671
gdb_17466,CC12CC3OC3C1N2,4.3041,1.97986,1.67717,2.504,66.32,-0.2357,0.0665,0.3022,812.6329,0.143715,-363.832216,-363.825601,-363.824657,-363.862535,26.645
gdb_66737,CC12C3C4C1CN=C2N34,2.49587,2.40801,1.78754,3.9769,75.52,-0.2022,-0.0504,0.1518,841.0659,0.13626,-380.730313,-380.723581,-380.722637,-380.760907,27.832
gdb_21048,Cn1c(=O)oc(n1)N,4.00822,1.89863,1.30055,3.5893,57.02,-0.2145,0.0328,0.2473,876.4981,0.096466,-431.962793,-431.955386,-431.954442,-431.994507,26.433
gdb_94472,OC1COC11CCOC1,2.9316,1.30102,1.18028,2.8889,70.96,-0.2453,0.0585,0.3038,1122.1621,0.159345,-460.14047,-460.13195,-460.131006,-460.174446,31.562
gdb_9812,CC1(CN1)C(=O)C#N,3.63273,1.70453,1.27572,4.6008,63.68,-0.2738,-0.0914,0.1824,920.9599,0.105852,-378.711559,-378.703533,-378.702589,-378.744746,28.281
gdb_36125,N#CCC12CC=CC1O2,4.1208,1.13726,1.00589,4.6759,72.78,-0.2604,-0.0129,0.2475,1160.4595,0.124525,-400.7519,-400.744218,-400.743274,-400.7846,29.016
gdb_86159,CC1NC(C)C(=O)C=C1,2.76432,1.35374,0.95931,3.7827,83.45,-0.2247,-0.0478,0.1769,1254.0751,0.171129,-403.181025,-403.172115,-403.171171,-403.214483,33.982
gdb_104615,CC(C)CC1(CC1)OC,2.26554,1.07774,0.96339,1.0099,89.05,-0.2451,0.0785,0.3236,1445.6209,0.226289,-389.472313,-389.461317,-389.460373,-389.508237,40.934
gdb_74288,CC1=CC(C)(CC1)C#C,2.88567,1.0977,1.03547,1.073,91.85,-0.2337,0.0223,0.256,1311.3368,0.180821,-349.947328,-349.937659,-349.936715,-349.981339,37.011
gdb_92645,CC1CC2CCCOC12,2.81839,1.43268,1.1328,1.2271,85.55,-0.2373,0.0828,0.3201,1187.8808,0.208271,-388.297226,-388.288918,-388.287974,-388.329739,33.417
gdb_19015,CC1OC2C3OC2C13,4.88983,1.90789,1.71807,1.6373,63.24,-0.2353,0.0693,0.3046,789.3548,0.131039,-383.672461,-383.666244,-383.6653,-383.702597,24.935
gdb_94882,CC1OCC23CCC12O3,2.64056,1.79668,1.42755,2.5833,73.95,-0.2451,0.0684,0.3135,986.2716,0.159647,-422.981969,-422.974276,-422.973332,-423.013789,30.616
gdb_10075,C#CCC(CO)CO,3.48399,1.16619,0.93256,1.9897,69.66,-0.2536,0.0461,0.2997,1221.7938,0.151951,-384.897962,-384.888693,-384.887749,-384.931963,33.733
gdb_36075,C#CCC12C3CC1OC23,3.68344,1.20377,1.10697,1.9264,76.86,-0.2304,0.0506,0.281,1134.2555,0.135116,-384.582195,-384.574464,-384.573519,-384.614891,29.983
gdb_24166,c1c(nco1)OC2CC2,5.47919,0.96692,0.8807,0.3287,70.9,-0.2164,0.0035,0.2199,1295.2751,0.124911,-437.884934,-437.877307,-437.876362,-437.918468,28.163
gdb_25399,c1nc(oc(=O)n1)C=O,4.02323,1.24418,0.9503,1.2802,60.73,-0.2953,-0.1341,0.1612,1094.7414,0.065295,-488.730393,-488.723181,-488.722237,-488.763032,24.792
gdb_572,C#CCC1CO1,12.11067,1.99826,1.83642,1.9719,51.81,-0.2611,0.0484,0.3095,653.8855,0.094784,-269.170665,-269.164427,-269.163483,-269.200589,21.894
gdb_13984,COCC12CC1OC2,4.68954,1.26276,1.13751,2.722,68.84,-0.2293,0.0798,0.3091,1098.5094,0.152766,-384.877367,-384.869281,-384.868337,-384.91037,29.249
gdb_52530,CC#CC(=O)C1OC1C,3.70767,0.76682,0.74567,4.4853,82.01,-0.2582,-0.0597,0.1985,1615.4424,0.132255,-421.797773,-421.787706,-421.786762,-421.835504,34.031
gdb_63415,CC1(C)OC(C=O)C=C1,3.50781,1.05825,1.00576,3.2247,78.45,-0.2356,-0.0328,0.2028,1265.462,0.156151,-423.047417,-423.038084,-423.03714,-423.081887,34.341
gdb_25460,c1c(n(cn1)C=O)C=O,2.73698,1.40421,0.92806,1.604,69.97,-0.2696,-0.0904,0.1792,1139.2021,0.089792,-452.803717,-452.796185,-452.795241,-452.83633,26.271
gdb_97902,CCC#CCC(O)C#N,5.80934,0.54722,0.51527,3.7953,83.1,-0.2591,0.0081,0.2671,2103.9168,0.145079,-401.93376,-401.92309,-401.922145,-401.973192,36.193
gdb_69660,OC12CC1C1(CCO1)C2,4.04914,1.16924,1.0804,0.6817,75.65,-0.2372,0.0768,0.314,1165.8954,0.158642,-422.974262,-422.966021,-422.965077,-423.00732,31.924
gdb_19503,O=CC1C2C=CCN12,3.31993,2.27971,1.99028,1.6918,67.22,-0.2306,-0.0314,0.1992,740.9412,0.119534,-362.643114,-362.636588,-362.635644,-362.673647,24.968
gdb_72456,OC12COC(C1)C1OC21,2.39374,2.19904,1.54158,1.6053,65.45,-0.2515,0.0591,0.3106,884.191,0.137441,-458.934735,-458.92799,-458.927046,-458.965379,28.205
gdb_1534,COCC(=O)CO,8.63777,1.19061,1.07073,4.7834,55.28,-0.2453,-0.011,0.2343,1065.3302,0.121404,-382.773457,-382.764788,-382.763844,-382.807335,28.328
gdb_62028,CN(CCC(=O)N)C=O,4.1077,0.67105,0.62339,5.3954,74.56,-0.241,0.0192,0.2602,1766.0947,0.157634,-456.404478,-456.39378,-456.392836,-456.442867,36.238
gdb_96205,CC1OCCC=C1C#C,2.68384,1.39099,0.98123,1.0214,87.42,-0.2301,-0.0183,0.2118,1218.9939,0.158673,-385.87409,-385.865304,-385.86436,-385.907311,33.753
gdb_116471,OCC1CCOCC1O,2.64957,1.22629,0.97274,0.9629,74.18,-0.2474,0.078,0.3254,1261.7015,0.183668,-461.362554,-461.353527,-461.352583,-461.396119,34.561
gdb_34417,N#CC12CNC1COC2,2.35013,1.71366,1.27878,3.8231,72.26,-0.2527,0.0186,0.2713,1017.9482,0.138692,-417.994648,-417.98711,-417.986165,-418.026859,28.603
gdb_114856,CCC1OC2CCC2=C1,4.00523,1.07159,0.96129,1.3494,86.42,-0.2257,0.0101,0.2358,1320.731,0.182951,-387.070203,-387.061732,-387.060788,-387.103435,32.815
gdb_89253,CC1CC2(C)C3NC3C12,2.40407,1.75131,1.29976,1.6306,85.47,-0.2195,0.0765,0.296,1090.4129,0.19458,-367.151878,-367.143438,-367.142494,-367.184137,34.248
gdb_71719,CC12OC3C4C1N4C23C,2.33888,2.11708,1.75123,0.6548,73.54,-0.2403,0.0713,0.3116,902.4876,0.147069,-401.869367,-401.861893,-401.860949,-401.90077,29.963
gdb_49633,O=CC1C2NC3C2OC13,3.37315,1.60041,1.39257,3.4683,67.26,-0.2428,-0.0158,0.2269,929.4179,0.125557,-437.821546,-437.814878,-437.813934,-437.853014,26.155
gdb_88548,CC1NC1C12CCC1N2,3.25211,1.13596,1.09006,0.3247,83.37,-0.2345,0.0756,0.3102,1240.799,0.183837,-383.205452,-383.196877,-383.195932,-383.238893,33.167
gdb_2601,CCC1(CN1)C=O,3.10115,2.69006,1.73478,2.9423,61.29,-0.2473,-0.0239,0.2234,766.5243,0.135722,-325.765414,-325.75783,-325.756886,-325.79701,27.27
gdb_23131,CCC1COCC1=NO,1.85537,1.57275,0.95597,1.026,78.31,-0.2482,0.0021,0.2503,1274.8802,0.170334,-440.252006,-440.242693,-440.241749,-440.286337,34.382
gdb_133358,c1(c(n[nH]c(=O)n1)F)N,3.25322,1.46055,1.008,4.5027,61.22,-0.2478,-0.0647,0.1831,1037.608,0.078219,-510.132534,-510.124984,-510.12404,-510.164808,27.663
gdb_78123,CC1C2C1C(=O)C2C#N,2.86217,1.2986,1.08121,5.8135,74.73,-0.2644,-0.0387,0.2258,1137.9752,0.123741,-400.751231,-400.743013,-400.742069,-400.784272,30.32
gdb_71620,OC12CC3C1CCC3C2,2.81038,1.70398,1.5615,1.2413,80.54,-0.2473,0.079,0.3263,974.0096,0.186235,-387.096752,-387.089692,-387.088748,-387.127606,30.43
gdb_57297,CC(C)(C)C#CCC=O,3.55508,0.61613,0.60078,2.7255,89.44,-0.2451,-0.0265,0.2186,1954.9107,0.177865,-387.085545,-387.074258,-387.073314,-387.125079,39.446
gdb_95282,CC12OCC1CCC2O,2.0237,1.90716,1.42804,2.5727,76.76,-0.2439,0.068,0.3119,1041.3838,0.183745,-424.233016,-424.224718,-424.223773,-424.265384,33.218
gdb_58799,CC(O)C12CN1C(=O)C2,3.22915,1.23949,1.08255,3.6171,71.85,-0.2515,-0.013,0.2385,1154.8314,0.146397,-439.067993,-439.059368,-439.058424,-439.101361,32.853
gdb_113791,CCC1OC1C1(C)CO1,2.99426,1.00085,0.96284,2.3658,78.31,-0.2633,0.0765,0.3397,1370.8106,0.179625,-424.190657,-424.180743,-424.179799,-424.226432,36.096
gdb_29992,OC1C=CC2=C1N=CN2,3.27709,1.63317,1.13921,4.6943,73.68,-0.1976,-0.0248,0.1728,1006.8983,0.115559,-416.831631,-416.824616,-416.823672,-416.862982,27.442
gdb_10690,CC(O)C1(CC1)C#N,2.37712,1.92395,1.51289,3.2556,68.59,-0.2798,0.0247,0.3046,935.7366,0.140938,-363.868076,-363.859449,-363.858505,-363.901079,31.608
gdb_31217,C#Cc1ccoc1CO,2.21361,1.68658,0.99147,1.6996,76.34,-0.2239,-0.0143,0.2096,1132.4068,0.111797,-420.617277,-420.608888,-420.607944,-420.651024,30.856
gdb_33730,C#CC12CC(N1)C1OC21,3.37172,1.54253,1.31102,3.1758,74.64,-0.2369,0.0218,0.2586,975.2025,0.124881,-400.635554,-400.6287,-400.627756,-400.66657,28.318
gdb_8309,CC1CC(CCO)O1,4.84314,0.9481,0.9012,0.9558,71.96,-0.2428,0.0809,0.3237,1351.3268,0.175926,-386.125516,-386.116396,-386.115451,-386.159961,32.718
gdb_6017,CC(C)C(C)(N)C#N,2.56352,1.73126,1.38266,4.4962,74.64,-0.2584,0.031,0.2893,1016.8878,0.175299,-345.202239,-345.192368,-345.191424,-345.236034,36.526
gdb_5701,c1nc2c(o1)CCO2,4.90592,2.17141,1.53612,2.8712,58.91,-0.2065,-0.0021,0.2045,761.3428,0.098458,-398.608563,-398.602658,-398.601714,-398.639002,21.714
gdb_97663,CCC#CC1(O)CC1C,2.86702,0.79771,0.68931,1.568,90.18,-0.2255,0.0402,0.2657,1746.1956,0.179635,-387.056616,-387.045889,-387.044945,-387.093422,38.705
gdb_78303,CC1C2C1C1(C)CC2O1,3.0443,1.44287,1.20988,1.543,82.21,-0.2457,0.0947,0.3404,1130.5932,0.182871,-387.058198,-387.050155,-387.049211,-387.090136,32.845
gdb_108607,CCC1=C(C(=O)OC1)C,2.79329,1.21984,0.91394,5.0747,79.83,-0.261,-0.0299,0.2311,1304.6755,0.158524,-423.096312,-423.086898,-423.085954,-423.131519,33.429
gdb_92984,CC1CC=CC1CC#C,2.80009,1.14758,0.88404,0.8954,89.58,-0.2372,0.0234,0.2606,1358.4586,0.182169,-349.937345,-349.928158,-349.927214,-349.971292,35.339
gdb_69094,CC12CCCC1(O2)C#C,2.55938,1.58409,1.1565,1.8285,82.08,-0.2468,0.0279,0.2747,1113.9736,0.158106,-385.867737,-385.859087,-385.858143,-385.900467,33.812
gdb_112155,CC1=CC(CO)OC1=O,3.30024,1.12561,0.89398,3.7749,71.99,-0.2697,-0.0429,0.2268,1285.744,0.135398,-459.017689,-459.008932,-459.007987,-459.05152,31.733
gdb_3953,c1c(con1)CO,7.53429,1.87689,1.54279,2.3071,51.11,-0.2596,-0.0155,0.2442,735.7169,0.091082,-360.495137,-360.489,-360.488056,-360.525683,21.588
gdb_48147,C#CC(=N)NC(=O)C=O,4.05,0.86265,0.71117,6.6336,71.73,-0.255,-0.0922,0.1628,1451.8659,0.086196,-452.727449,-452.718331,-452.717386,-452.76269,31.178
gdb_101389,COC(C)C1CC=CC1,2.85903,1.07725,0.95534,1.2398,87.04,-0.2285,0.0369,0.2654,1377.7398,0.205318,-388.297966,-388.288165,-388.287221,-388.333078,36.308
gdb_30054,Cn1cncc1C(=O)N,2.79304,1.55819,1.00967,1.2391,73.42,-0.2361,-0.0222,0.2139,1114.8571,0.126359,-434.143,-434.134573,-434.133629,-434.17645,30.629
gdb_70926,CC12CC3(C1)CCCC23,3.20202,1.43376,1.21939,0.1484,90.05,-0.2584,0.0876,0.3459,1141.771,0.208112,-351.11114,-351.103116,-351.102172,-351.143344,33.124
gdb_112450,COC1OC(=O)NC1C,2.21889,1.56294,1.02058,4.3517,68.94,-0.2604,0.0518,0.3122,1183.2062,0.147653,-476.275867,-476.266915,-476.265971,-476.309798,32.404
gdb_26316,CC(C)c1cc([nH]c1)O,3.86406,0.95974,0.81917,0.982,81.96,-0.1792,0.0647,0.2439,1434.8206,0.17053,-403.190677,-403.181065,-403.180121,-403.225123,36.248
gdb_68340,CC12CC(C1)C=C2C#N,2.86872,1.51208,1.17453,4.5311,84.01,-0.2461,-0.047,0.1991,1076.6991,0.148931,-364.809715,-364.80197,-364.801025,-364.841754,30.554
gdb_132246,C#Cc1ccnc(c1)F,3.62559,1.18517,0.8932,2.9205,77.03,-0.2642,-0.059,0.2052,1176.0504,0.089546,-423.607659,-423.600582,-423.599638,-423.639332,27.056
gdb_46639,N=C1OCC2C(C#C)C12,2.44492,1.60303,1.42653,3.1486,75.92,-0.2517,0.0148,0.2665,990.214,0.125006,-400.720105,-400.712442,-400.711498,-400.752358,29.51
gdb_41920,C1OC2C3CC1COC23,2.20005,2.19888,1.89027,2.2407,73.26,-0.2137,0.0708,0.2845,880.1709,0.163186,-423.00809,-423.001355,-423.000411,-423.039128,27.596
gdb_10834,CC1COC(=N)CO1,4.72233,1.54584,1.22443,3.0788,66.66,-0.2541,0.0183,0.2725,981.9621,0.143034,-401.010189,-401.002588,-401.001644,-401.042135,28.311
gdb_57360,CC(C)(C)C1(CC1)C#C,2.04505,1.52762,1.18565,0.67,91.29,-0.2399,0.0551,0.295,1207.8817,0.202376,-351.118775,-351.108316,-351.107372,-351.15327,40.926
gdb_54296,NC(=[NH2+])C1(CN1)C([O-])=O,2.90564,0.71573,0.64752,1.6999,71.19,-0.1793,0.0462,0.2255,1698.6777,0.122048,-471.210889,-471.200135,-471.199191,-471.249855,35.399
gdb_39558,C1C=CC2C3C=CCC123,3.9305,1.50258,1.25877,0.2581,85.38,-0.2123,0.0102,0.2225,1025.1854,0.162172,-348.766175,-348.75945,-348.758506,-348.796821,28.559
gdb_75151,CC1=CCC(O)(C1)C#N,3.25501,1.07701,1.03916,3.569,78.68,-0.2486,0.0143,0.2629,1241.4337,0.146639,-401.980382,-401.971407,-401.970463,-402.013973,33.629
gdb_110185,CCC1C(OC1=O)C=O,2.41935,1.16859,0.85006,2.1948,69.96,-0.2739,-0.052,0.2219,1337.6303,0.133717,-458.999663,-458.990511,-458.989567,-459.034572,31.834
gdb_61179,CC(C#N)N(C)CC#N,3.26359,0.88798,0.80984,4.7818,77.14,-0.255,-0.0054,0.2496,1431.4956,0.14601,-398.134472,-398.124446,-398.123502,-398.16983,35.132
gdb_31229,CCc1c(nc[nH]1)CO,1.79003,1.67818,0.96037,3.7723,78.49,-0.2127,0.0263,0.2391,1258.1637,0.160559,-419.249541,-419.240318,-419.239374,-419.284284,33.471
gdb_99328,CN=COCC(=O)CO,4.64925,0.66454,0.60222,5.0804,74.58,-0.2401,-0.0278,0.2123,1830.7752,0.143349,-476.210234,-476.19968,-476.198736,-476.247208,35.561
gdb_123321,C#Cc1nc(on1)C#N,6.67302,0.96032,0.8395,3.1634,70.29,-0.2965,-0.0994,0.1971,1223.3754,0.053736,-430.427929,-430.420805,-430.41986,-430.459881,25.244
gdb_85348,CC1OC(=N)C=C1C#N,3.08722,1.26648,0.94129,2.3574,79.07,-0.2685,-0.0849,0.1836,1184.9008,0.113256,-416.85348,-416.845463,-416.844518,-416.886279,29.415
gdb_76582,OC1C(O)C11COCO1,2.9965,1.22368,1.20247,2.2991,64.22,-0.2284,0.0392,0.2676,1102.4846,0.135273,-496.056453,-496.048029,-496.047085,-496.089806,31.283
gdb_100655,COC(C)C(C)(N)C#N,1.95412,1.43403,1.0484,4.9933,79.06,-0.254,0.039,0.293,1264.5382,0.179698,-420.408051,-420.39697,-420.396026,-420.444068,39.804
gdb_26486,CC1(CO1)C1=CN=CO1,3.73554,1.30346,1.0407,2.0463,71.1,-0.242,-0.0096,0.2324,1120.2206,0.124534,-437.896348,-437.888584,-437.88764,-437.929092,28.777
gdb_9545,CC1COC1(C)CO,3.31021,1.56164,1.37441,2.5504,70.36,-0.2453,0.0749,0.3202,1006.9329,0.175748,-386.128481,-386.119506,-386.118562,-386.162003,33.302
gdb_126080,CC1OC2=C(O1)C=NO2,4.78756,1.3337,1.08554,3.7918,64.1,-0.2092,-0.0059,0.2032,1049.044,0.101101,-473.781562,-473.774472,-473.773528,-473.813403,26.595
gdb_130115,c1c(c(c(nn1)N)O)O,2.41728,1.87859,1.06077,4.4991,67.91,-0.2286,-0.0225,0.2061,1034.7394,0.102484,-470.028581,-470.020923,-470.019979,-470.060414,29.43
gdb_45030,O=C1CC2CC2C(=O)C1,2.40383,1.67052,1.16352,3.0216,72.8,-0.2428,-0.0281,0.2147,1054.799,0.136412,-421.86737,-421.859662,-421.858718,-421.900186,29.501
gdb_112852,COC1OC(C)C2NC12,2.8386,1.34804,1.06532,2.4512,75.91,-0.2402,0.0741,0.3143,1202.9093,0.17086,-440.257319,-440.248487,-440.247543,-440.291038,32.941
gdb_71072,OC12CC3=CCCC1C23,3.37126,1.56959,1.2632,1.7195,81.63,-0.2204,-0.003,0.2173,1021.9339,0.160686,-385.825952,-385.818672,-385.817728,-385.856996,30.611
gdb_111227,COC1C2CC1C=CC2,3.28351,1.26789,1.17667,0.8353,83.55,-0.2262,0.0205,0.2467,1163.6809,0.184267,-387.076156,-387.068141,-387.067197,-387.108481,31.875
gdb_57937,CC(O)C(=N)OC(N)=O,3.38616,0.97794,0.80223,5.0175,66.73,-0.2595,-0.0036,0.2558,1395.3289,0.133651,-492.335366,-492.325228,-492.324284,-492.371454,35.489
gdb_64828,CC1(CC1)OC(=O)C=O,3.05003,1.07923,0.97613,1.9421,70.07,-0.2616,-0.0842,0.1774,1266.822,0.132508,-458.980568,-458.971266,-458.970322,-459.015353,33.075
gdb_42813,O=C1C2CC1C(O2)C#N,4.22119,1.20332,1.18259,2.1597,66.1,-0.2575,-0.0486,0.2089,1029.7849,0.10143,-436.67331,-436.666246,-436.665301,-436.705063,26.643
gdb_112285,OCC1OC(=N)C1CO,2.74594,1.11912,0.86954,1.4944,69.41,-0.2672,0.0103,0.2775,1315.3112,0.147546,-476.209073,-476.200007,-476.199063,-476.243369,33.061
gdb_78781,CC1C2C3C2C(C)(O)C13,2.57996,1.74259,1.3339,1.4601,81.73,-0.2449,0.0749,0.3198,1052.8401,0.181881,-387.045489,-387.037,-387.036056,-387.077665,34.524
gdb_91314,OC1CN2CC(C#N)C12,2.84241,1.54471,1.18937,4.0204,72.19,-0.233,0.0272,0.2603,1039.9417,0.136852,-417.960902,-417.952863,-417.951919,-417.993812,30.058
gdb_46513,C1CC2(CCC1=O)CO2,3.57934,1.21445,1.03891,2.8383,75.28,-0.2382,-0.0145,0.2237,1169.6978,0.160168,-423.04686,-423.038884,-423.03794,-423.079542,30.98
gdb_59162,CC(O)C1C2NC(=O)C12,2.78258,1.22369,1.08365,4.0101,72.18,-0.2453,0.0072,0.2525,1181.5078,0.146749,-439.071843,-439.06308,-439.062136,-439.105734,32.839
gdb_50329,O=CC1CN2CC3C1C23,3.09338,1.55176,1.52034,2.8572,74.01,-0.2252,-0.0237,0.2015,950.6413,0.149574,-401.911543,-401.904455,-401.903511,-401.94348,27.859
gdb_56194,CC(=O)NCC1CCC1,4.244,0.72027,0.66045,3.4455,84.66,-0.2396,0.0379,0.2775,1767.6584,0.193854,-404.378692,-404.368475,-404.367531,-404.416639,36.108
gdb_76871,CC1C(O)C2OC=NC12,2.38002,1.88428,1.44211,1.1745,70.12,-0.2546,0.0066,0.2611,964.2127,0.148834,-439.084682,-439.076743,-439.075799,-439.11753,30.275
gdb_34669,C1COCOC(=N1)C#N,3.65313,1.22007,0.95426,4.9488,69.81,-0.2759,-0.057,0.2188,1162.6988,0.114043,-453.949113,-453.941421,-453.940476,-453.981776,28.021
gdb_105503,C1C(CO1)(CO)C(=O)N,1.99753,1.69452,1.10127,5.013,67.93,-0.2405,0.0271,0.2676,1120.0306,0.147424,-476.224659,-476.21547,-476.214525,-476.259196,33.598
gdb_123730,c1c(cn[nH]1)C2CCC2,4.8623,0.94292,0.90213,2.2282,81.76,-0.2294,0.0259,0.2554,1340.3593,0.162763,-382.081801,-382.074051,-382.073107,-382.114933,29.633
gdb_18622,CC1C2COC(=N)N12,3.04847,2.30072,1.85448,4.0891,65.44,-0.2495,0.0311,0.2806,786.3335,0.132085,-379.913828,-379.906853,-379.905909,-379.944943,26.385
gdb_91468,CC1CC2CC1(O2)C#N,2.56731,1.69703,1.24761,4.5874,75.7,-0.271,-0.0004,0.2706,1035.4696,0.148684,-401.946572,-401.938784,-401.93784,-401.978632,30.504
gdb_120929,CCCC1CC2CC12O,3.2151,0.86734,0.79221,1.1272,85.94,-0.2423,0.0805,0.3228,1579.4031,0.204737,-388.265518,-388.255697,-388.254752,-388.300396,37.203
gdb_46454,O=C1NCC2(CN12)C#C,3.87316,1.24322,1.11353,4.6014,72.57,-0.2565,0.0109,0.2674,1080.5462,0.112981,-416.786979,-416.779219,-416.778275,-416.819249,29.567
gdb_92100,OC1CC2OC2CC=C1,2.73125,1.42443,1.0268,1.5568,75.8,-0.2473,0.0027,0.25,1157.6309,0.160586,-423.008965,-423.001007,-423.000063,-423.041325,31.501
gdb_85545,OC1CC(=N)OC2CC12,2.54077,1.59781,1.09124,1.9802,73.38,-0.2471,0.0224,0.2695,1099.3371,0.149075,-439.081517,-439.073631,-439.072687,-439.113929,30.929
gdb_124227,CC(=N)OC1=NC=NO1,4.97812,1.03872,1.00705,3.4972,64.1,-0.2846,-0.0193,0.2653,1188.5364,0.100587,-470.005661,-469.997689,-469.996745,-470.039659,27.628
gdb_26188,CC(N)C1=NC(O)=CO1,4.05328,0.97421,0.93177,0.2978,71.25,-0.2146,0.004,0.2186,1303.9963,0.136559,-455.174612,-455.165787,-455.164843,-455.208722,32.571
gdb_53354,CC#CC1CC(=O)CN1,2.91184,0.94557,0.87421,3.1173,80.24,-0.2344,-0.0171,0.2173,1420.3917,0.147129,-401.943914,-401.934656,-401.933712,-401.979777,32.823
gdb_16251,OC1CCCC11CN1,2.83466,2.14454,1.47872,1.551,70.43,-0.2355,0.0639,0.2994,904.9348,0.167494,-365.046519,-365.038946,-365.038002,-365.078876,29.575
gdb_27157,CC1=C(OC=N1)C1CO1,3.09889,1.32457,0.99404,1.8262,72.96,-0.2351,-0.0077,0.2274,1168.7581,0.124493,-437.897613,-437.889593,-437.888649,-437.93096,28.812
gdb_45584,O=C1CC2CCCOC12,2.58705,1.60825,1.2649,3.1746,74.65,-0.2275,-0.0222,0.2054,1051.511,0.161037,-423.03902,-423.031449,-423.030504,-423.071143,29.922
